parent;type;Attribute 1 Name;Attribute 1 Value(s);Attribute 1 Visible;Attribute 2 Name;Attribute 2 Value(s);Attribute 2 Visible;Attribute 3 Name;Attribute 3 Value(s);Attribute 3 Visible;Attribute 4 Name;Attribute 4 Value(s);Attribute 4 Visible;Attribute 5 Name;Attribute 5 Value(s);Attribute 5 Visible;Attribute 6 Name;Attribute 6 Value(s);Attribute 6 Visible;Attribute 7 Name;Attribute 7 Value(s);Attribute 7 Visible;Attribute 8 Name;Attribute 8 Value(s);Attribute 8 Visible;Attribute 9 Name;Attribute 9 Value(s);Attribute 9 Visible;Attribute 10 Name;Attribute 10 Value(s);Attribute 10 Visible;Attribute 11 Name;Attribute 11 Value(s);Attribute 11 Visible;Имя;Цена;Images;Categories;SKU;Tags;Tax class;В наличии?
49490;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49491;;;1
49490;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49492;;;1
49490;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49493;;;1
49490;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49494;;;1
49490;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49495;;;1
49490;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;910;;;49496;;;1
15258;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Джинса;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Джинсы;;https://sun9-84.userapi.com/sun9-8/impg/4u-Za_xIUtZ_XBnHv4aWANtBGtZ2i7JlfMr7ig/cUqITFDXkZ0.jpg?size=477x604&amp&quality=96&amp&sign=db525cfc6e3bcdcf75061ea02b0c0a65&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Джинсы;15258;Джинсы;УСН 6%;1
15258;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15259;;;1
15258;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15260;;;1
15258;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15261;;;1
15258;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15262;;;1
15258;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15263;;;1
15258;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;15264;;;1
69535;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Джинса;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Джинсы;;https://sun9-84.userapi.com/sun9-4/impg/Xf1USwHtZUYq1OvChW_xyoHlATFBemUO0UqZSg/LvgvED3ZN0c.jpg?size=474x604&amp&quality=96&amp&sign=a05c001cb3e471c45ddda08c58028df4&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Джинсы;69535;Джинсы;УСН 6%;1
69535;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69536;;;1
69535;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69537;;;1
69535;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69538;;;1
69535;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69539;;;1
69535;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69540;;;1
69535;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;69541;;;1
59575;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Джинса;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Джинсы;;https://sun9-84.userapi.com/sun9-23/impg/yYTQj9nlK07nTFQM7N586FlnoUNFyJ_vREgj1w/0Mjo1hc8Y_0.jpg?size=484x604&amp&quality=96&amp&sign=f79571a3287a1aa46ecfb8496e8ee9cd&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Джинсы;59575;Джинсы;УСН 6%;1
59575;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59576;;;1
59575;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59577;;;1
59575;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59578;;;1
59575;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59579;;;1
59575;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59580;;;1
59575;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;59581;;;1
62486;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Джинса;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Джинсы;;https://sun9-84.userapi.com/sun9-73/impg/eEUYBB8zvNIsVqusu03ck3-mwrIN3zUfGkP2hw/POg6nDBMUUI.jpg?size=479x604&amp&quality=96&amp&sign=37a8e253b9aace36712489ea2ac4710a&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Джинсы;62486;Джинсы;УСН 6%;1
62486;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62487;;;1
62486;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62488;;;1
62486;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62489;;;1
62486;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62490;;;1
62486;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62491;;;1
62486;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;62492;;;1
88648;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Джинса;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Джинсы;;https://sun9-84.userapi.com/sun9-57/impg/2qAWT1u1h0NalcTaJppJHTqQ1MeT_BHH8KVvFA/pvGjDS3VPCw.jpg?size=477x604&amp&quality=96&amp&sign=5ebc48b59b44fa0cbcc234ca6b148413&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Джинсы;88648;Джинсы;УСН 6%;1
88648;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88649;;;1
88648;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88650;;;1
88648;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88651;;;1
88648;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88652;;;1
88648;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88653;;;1
88648;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1120;;;88654;;;1
30879;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Эко кожа;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Комбинезон;;https://sun9-84.userapi.com/sun9-79/impg/Hr7rFGtv5bK-DVuP9RQWn7JEHdm13HQk8QWcSQ/cRHVLW_sqxI.jpg?size=483x604&amp&quality=96&amp&sign=fffee372493699ade4af38b1381bc7f1&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Комбинезоны;30879;Комбинезон;УСН 6%;1
30879;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;30880;;;1
30879;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;30881;;;1
30879;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;30882;;;1
30879;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;30883;;;1
65613;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Эко кожа;1;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Комбинезон;;https://sun9-84.userapi.com/sun9-18/impg/nJh089HFZEeUup3Fobz6IXXXMAxw41Cethmgvw/oSp4fu8hTgQ.jpg?size=483x604&amp&quality=96&amp&sign=fd78157635916aeac10d56c083fff4ce&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Комбинезоны;65613;Комбинезон;УСН 6%;1
65613;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;65614;;;1
65613;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;65615;;;1
65613;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;65616;;;1
65613;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1050;;;65617;;;1
89691;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Брюки;;https://sun9-84.userapi.com/sun9-75/impg/7Fw4Mofvepheyz8Ihx36CPmrgjQ23oxbdM7f1Q/ueo_i2irY5M.jpg?size=604x538&amp&quality=96&amp&sign=126b63279682230d3306923a9ab5bf20&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Брюки;89691;Брюки;УСН 6%;1
89691;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89692;;;1
89691;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89693;;;1
89691;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89694;;;1
89691;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89695;;;1
89691;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89696;;;1
89691;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;89697;;;1
30554;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Брюки;;https://sun9-84.userapi.com/sun9-51/impg/m57OvrVG_rAmKTrujZ6ye9yjNUnyfqRtLeHIeQ/Vc7Wx4N7rKc.jpg?size=566x604&amp&quality=96&amp&sign=a83b5325f4e1d19b9907a540ccbe112d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Брюки;30554;Брюки;УСН 6%;1
30554;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30555;;;1
30554;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30556;;;1
30554;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30557;;;1
30554;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30558;;;1
30554;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30559;;;1
30554;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;30560;;;1
50524;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Брюки;;https://sun9-84.userapi.com/sun9-25/impg/_gCodBQq1wiDIhM4iR8VRwXnDKUnydUEbzqqsg/nLZZC-tE95g.jpg?size=450x604&amp&quality=96&amp&sign=77add0ef1ad3947449cfbcbad63719c3&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Брюки;50524;Брюки;УСН 6%;1
50524;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50525;;;1
50524;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50526;;;1
50524;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50527;;;1
50524;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50528;;;1
50524;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50529;;;1
50524;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;50530;;;1
67618;variable;Пол;Женщинам;1;Размер;60, 62, 64, 66, 68, 70;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Туника;;https://sun9-84.userapi.com/sun9-44/impg/2WsAZtf4_FTUAPNyG3Eyl137dltlBN4uNXf_uA/2-8MH2Cpzqk.jpg?size=333x425&amp&quality=96&amp&sign=1bb29a601a9f3dd8c0c33a0e069f5b92&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Туники;67618;Туника;УСН 6%;1
67618;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67619;;;1
67618;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67620;;;1
67618;variation;;;;Размер;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67621;;;1
67618;variation;;;;Размер;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67622;;;1
67618;variation;;;;Размер;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67623;;;1
67618;variation;;;;Размер;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;67624;;;1
41255;variable;Пол;Женщинам;1;Размер;60, 62, 64, 66, 68, 70;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Туника;;https://sun9-84.userapi.com/sun9-57/impg/CqEsQKMKQZfeQHLnBZC9KJgxqITKqmVIo9XNzQ/D15EViHfJdI.jpg?size=487x604&amp&quality=96&amp&sign=bf9852e976781f0ec7e276ef59d2702a&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Туники;41255;Туника;УСН 6%;1
41255;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41256;;;1
41255;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41257;;;1
41255;variation;;;;Размер;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41258;;;1
41255;variation;;;;Размер;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41259;;;1
41255;variation;;;;Размер;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41260;;;1
41255;variation;;;;Размер;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;41261;;;1
59283;variable;Пол;Женщинам;1;Размер;60, 62, 64, 66, 68, 70;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Туника;;https://sun9-84.userapi.com/sun9-63/impg/1d4qch31orRTnFDlWddz91Or_a9KVbZ5lnG0fw/78EBRw0z49c.jpg?size=485x604&amp&quality=96&amp&sign=f9d2fe71b05cff1b0a2e796b9f368bb6&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Туники;59283;Туника;УСН 6%;1
59283;variation;;;;Размер;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59284;;;1
59283;variation;;;;Размер;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59285;;;1
59283;variation;;;;Размер;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59286;;;1
59283;variation;;;;Размер;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59287;;;1
59283;variation;;;;Размер;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59288;;;1
59283;variation;;;;Размер;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;59289;;;1
10194;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52, 54, 56;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-78/impg/SSnWB6Yd_u1b9FBwmZU8NEZgZKDUUVpvi0dWjw/wauDks1KQkw.jpg?size=604x601&amp&quality=96&amp&sign=3b62cb58080ac2e26af4185602143977&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;10194;Блуза;УСН 6%;1
10194;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10195;;;1
10194;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10196;;;1
10194;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10197;;;1
10194;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10198;;;1
10194;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10199;;;1
10194;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;10200;;;1
18855;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52, 54, 56;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-27/impg/N3EsYj23kcVNM_SLcu3HO8LvA_lswwosV2JbSA/NNCBP4TxjcQ.jpg?size=604x567&amp&quality=96&amp&sign=97babb6e7ed33acdf40a60799d29f0b5&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;18855;Блуза;УСН 6%;1
18855;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18856;;;1
18855;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18857;;;1
18855;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18858;;;1
18855;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18859;;;1
18855;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18860;;;1
18855;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;18861;;;1
94335;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52, 54, 56;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-44/impg/jFmGrA1EPjSe3J_C-6tNyXtLQYQF5IRvKMH2XQ/e6o2GfDeWdI.jpg?size=604x601&amp&quality=96&amp&sign=08693acd10ce8d30188e010387a3b836&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;94335;Блуза;УСН 6%;1
94335;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94336;;;1
94335;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94337;;;1
94335;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94338;;;1
94335;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94339;;;1
94335;variation;;;;Размер;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94340;;;1
94335;variation;;;;Размер;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;94341;;;1
32916;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Хлопок;1;Размерность;Маломерка;1;Длина;;0;Страна;Узбекистан;1;Оптовая цена;;0;Стиль;;0;Пиджак;;https://sun9-84.userapi.com/sun9-45/impg/dJ1lr-UxBB3b-M5sk23biCL8_7MUqoyCMMw6xA/8t43TaTqhHU.jpg?size=479x604&amp&quality=96&amp&sign=706e6c19b018c299fd378dc898e386a9&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Пиджаки;32916;Пиджак;УСН 6%;1
32916;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32917;;;1
32916;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32918;;;1
32916;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32919;;;1
32916;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32920;;;1
32916;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32921;;;1
32916;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;32922;;;1
59817;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Хлопок;1;Размерность;Маломерка;1;Длина;;0;Страна;Узбекистан;1;Оптовая цена;;0;Стиль;;0;Пиджак;;https://sun9-84.userapi.com/sun9-75/impg/HXr23a0WP7dH6ccJWLsnfFecWtf8OfBZShEFGA/-IdOipSwEFU.jpg?size=433x604&amp&quality=96&amp&sign=f9106db429780d89ca195d6af0f95101&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Пиджаки;59817;Пиджак;УСН 6%;1
59817;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59818;;;1
59817;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59819;;;1
59817;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59820;;;1
59817;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59821;;;1
59817;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59822;;;1
59817;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;59823;;;1
41265;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Хлопок;1;Размерность;Маломерка;1;Длина;;0;Страна;Узбекистан;1;Оптовая цена;;0;Стиль;;0;Пиджак;;https://sun9-84.userapi.com/sun9-10/impg/vPbps6EikRzuYBLJkccJwmM8H1eYsBl31gUbRQ/h7esBhUPpj8.jpg?size=453x604&amp&quality=96&amp&sign=941c04980284943c118908afb9dc1f7f&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Пиджаки;41265;Пиджак;УСН 6%;1
41265;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41266;;;1
41265;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41267;;;1
41265;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41268;;;1
41265;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41269;;;1
41265;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41270;;;1
41265;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;;;41271;;;1
